Company Name,Primary NAICS Description,D-U-N-S@ Number,Web Address (URL),Industry,tier,concrete restoration,epoxy coatings,floor coatings,floor demo,floor demolition,floor maintenance,flooring maintenance,floor restoration,flooring restoration,surface preparation,concrete AND flooring,concrete AND surfacing,concrete AND restoration,concrete AND coating,concrete AND construction,concrete AND polishing,concrete AND painting,concrete AND demolition,concrete AND epoxy,flooring,surfacing,coating,construction,polishing,painting,demolition,epoxy
"MILEHAM AND KING, INC.",Home Furnishing Merchant Wholesalers,00-323-8086,WWW.MKBLINDS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M K BRUMMEL, INC",Residential Remodelers,88-317-5051,WWW.MKBRUMMEL.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MK CUSTOM ROOFING, INC.",Roofing Contractors,10-176-6595,WWW.MKCUSTOMROOFING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIKE KLAUCK CONSTRUCTION COMPANY,Residential Remodelers,19-149-9771,WWW.MKNEWHOMES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICHAEL KNOTT RESIDENTIAL CONTRACTOR INC,Roofing Contractors,36-258-3387,WWW.MKNOTTCONTRACTOR.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKP ENTERPRISES INC,Other Management Consulting Services,60-537-1413,WWW.MKPRACINGSTABLESANDBLOODSTOCK.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MKS2, LLC",Other Management Consulting Services,83-268-7680,WWW.MKS2.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MK TECHNOLOGIES CORPORATION,"All Other Professional, Scientific, and Technical Services",01-957-6235,WWW.MKTECHNOLOGIES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MARKETFORCE, INC.",Home Furnishing Merchant Wholesalers,06-184-0570,WWW.MKTFCE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M K T MANUFACTURING INC,Construction Machinery Manufacturing,15-093-6508,WWW.MKTPILEMAN.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUN LEU,All Other Business Support Services,09-395-7613,WWW.MLARCHITECTURE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MAIN LINE CRAFTSMEN, INC.",Residential Remodelers,61-119-6437,WWW.MLCGC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARNOLD ENTERPRISES INC,New Single-Family Housing Construction (except For-Sale Builders),07-679-4379,WWW.MLHUDDLESTON.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICHAEL LICHTENBERG & SONS CONSTRUCTION INC,New Single-Family Housing Construction (except For-Sale Builders),01-697-9072,WWW.MLICHTENBERG.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MAPLE LEAF INTERNATIONAL CONSULTING, INC.",Other Management Consulting Services,78-101-0454,WWW.MLICINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICHAEL L MARTIN INC,New Single-Family Housing Construction (except For-Sale Builders),05-562-6196,WWW.MLMHOMES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLOGIC CONSULTING,Other Management Consulting Services,01-433-6902,WWW.MLOGICCONSULTING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M. L. PARKER CONSTRUCTION, INC.",New Single-Family Housing Construction (except For-Sale Builders),84-938-6628,WWW.MLPARKERCONST.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M & L PROFESSIONAL SERVICE, INC.",Carpet and Upholstery Cleaning Services,19-913-0142,WWW.MLPROCLEAN.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&L RIGGERS INC,All Other Business Support Services,17-011-3745,WWW.MLRIGGERS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M. L. SCHOENHERR CONSTRUCTION, INC.",New Single-Family Housing Construction (except For-Sale Builders),09-195-4271,WWW.MLSCHOENHERR.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE M & L SUPPLY COMPANY,Service Establishment Equipment and Supplies Merchant Wholesalers,06-173-3309,WWW.M-LSUPPLY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L WALKER MARVIN & ASSOCIATES INC,Furniture Merchant Wholesalers,04-916-1276,WWW.MLWSTONE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M L Z GENERAL CONSTRUCTION INC.,New Single-Family Housing Construction (except For-Sale Builders),12-772-4255,WWW.MLZGENERALCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARSHALL MILLER & ASSOCIATES INC,Other Management Consulting Services,17-589-4711,WWW.MMA1.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GALAXYVISIONS, INC.",Other Management Consulting Services,13-619-3658,WWW.MMADDEN.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUL'S MODERN BUILDERS,Residential Remodelers,83-481-2323,WWW.MMBONLINE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & M BUILDERS INCORPORATED,New Single-Family Housing Construction (except For-Sale Builders),62-189-4229,WWW.MM-BUILD.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M & M ROOFING, INC.",Residential Remodelers,11-594-3193,WWW.M-MCORP.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANSOUR HOLDINGS LLC,Residential Remodelers,08-115-9158,WWW.MMD.MANSOURGROUP.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISSOURI MOULDING & GLASS INC,Home Furnishing Merchant Wholesalers,79-954-7054,WWW.MMGWHOLESALE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MMIC HEALTH IT, INC.",Other Management Consulting Services,07-075-4390,WWW.MMICGROUP.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MON VALLEY ALLIANCE,Other Management Consulting Services,07-495-6137,WWW.MMIDA.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M-MIG CONSTRUCTION, INC.",New Single-Family Housing Construction (except For-Sale Builders),60-747-9289,WWW.MMIGCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M MILLER DEVELOPEMENT CORP.,New Single-Family Housing Construction (except For-Sale Builders),02-722-9605,WWW.MMILLERDC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"METAL MOULDINGS, INC.",Home Furnishing Merchant Wholesalers,06-888-5615,WWW.MMISUPPLYCO.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MMODAL SERVICES, LTD.","All Other Professional, Scientific, and Technical Services",04-716-7556,WWW.MMODAL.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTCLAIR BUSINESS FURNITURE GROUP CORP,Furniture Merchant Wholesalers,80-997-6574,WWW.MMOFFICE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MECZKA MARKETING/RESEARCH/CONSULTING, INC",Other Management Consulting Services,13-340-5019,WWW.MMRCINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M ROOFING CO,Roofing Contractors,10-265-7079,WWW.MMROOFSIDINGHOUSTON.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATERIALS MANAGEMENT SERVICES, INC.",Service Establishment Equipment and Supplies Merchant Wholesalers,82-994-8467,WWW.MMS-INC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDICAL MANAGEMENT SYSTEMS OF MICHIGAN INC,All Other Business Support Services,14-862-8290,WWW.MMSM.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M NATAL CONTRACTOR, INC.",New Single-Family Housing Construction (except For-Sale Builders),17-590-7161,WWW.MNATAL.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MUELLER NICHOLLS, INC.",Residential Remodelers,03-884-9022,WWW.MNBUILD.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M AND N CONSTRUCTION,New Single-Family Housing Construction (except For-Sale Builders),61-254-7435,WWW.MNCONSTRUCTIONOREGON.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINNESOTA HOME IMPROVEMENT INC,Residential Remodelers,82-574-7348,WWW.MNHOMEIMPROVEMENTS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MNK, LLC",Residential Remodelers,00-437-3030,WWW.MNKCONSTRUCTION.WORDPRESS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIATION NETWORK OF NORTH CAROLINA,"All Other Professional, Scientific, and Technical Services",83-294-3468,WWW.MNNC.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STONEBRIDGE CONSTRUCTION, INC.",New Single-Family Housing Construction (except For-Sale Builders),62-691-2161,WWW.MNSTONEBRIDGE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNW CONSTRUCTION,New Single-Family Housing Construction (except For-Sale Builders),01-964-9817,WWW.MNWCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISSOURI ONE CALL SYSTEM INC,All Other Business Support Services,78-989-2353,WWW.MO1CALL.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOWLIN CONSTRUCTION & ROOFING,Roofing Contractors,60-600-2202,WWW.MO-APA.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSE OF PERSIA LLC,Home Furnishing Merchant Wholesalers,03-353-4025,WWW.MOATTAR.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOBAYEN, INC.",Home Furnishing Merchant Wholesalers,02-276-0339,WWW.MOBAYEN.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOBERG FIREPLACES INC,Other Concrete Product Manufacturing,62-340-6873,WWW.MOBERGFIREPLACES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. TRANSCRIPTION,All Other Business Support Services,10-181-7463,WWW.MOBILEASSISTANT.US,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOBILE DATA L L C,Other Management Consulting Services,06-577-7378,WWW.MOBILEDATAPRODUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAPITAL OFFICE SYSTEMS, INC.",Furniture Merchant Wholesalers,84-791-3969,WWW.MOBILEFILING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUSTAINABLE INNOVATIONS LLC,Carpet and Upholstery Cleaning Services,07-908-4199,WWW.MOBILEFLUID.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOBILE INSTALLATION TECHNOLOGIES LLC,"All Other Professional, Scientific, and Technical Services",05-446-4503,WWW.MOBILEINSTALLUSA.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOBO ENTERPRISES INC,Furniture Merchant Wholesalers,07-909-4169,WWW.MOBOPRO.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARY O'CONNOR & COMPANY,Other Management Consulting Services,00-262-0529,WWW.MOCANDCO.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MID-STATES ORGANIZED CRIME INFORMATION CENTER,All Other Business Support Services,05-248-2684,WWW.MOCIC.RISS.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODA 360, LLC","All Other Professional, Scientific, and Technical Services",01-220-9906,WWW.MODAMFG.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODEL CONSTRUCTION & SUPPLY CO,Residential Remodelers,03-470-2548,WWW.MODELCONSTRUCTIONTN.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODEL MODEL HAIR FASHION, INC.",Service Establishment Equipment and Supplies Merchant Wholesalers,15-124-9971,WWW.MODELMODELHAIR.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODELREMODEL LLC,New Single-Family Housing Construction (except For-Sale Builders),13-742-7063,WWW.MODELREMODEL.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODERN CONSTRUCTION, INC.",New Single-Family Housing Construction (except For-Sale Builders),08-395-5237,WWW.MODERNCONSTRUCTIONINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODERN CONTRACTORS, INC.",New Single-Family Housing Construction (except For-Sale Builders),02-302-1780,WWW.MODERNCONTRACTORS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODERN POOLS, INC.","All Other Professional, Scientific, and Technical Services",14-257-5534,WWW.MODERNDB.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODERN DRAPERY INC,Home Furnishing Merchant Wholesalers,19-327-8749,WWW.MODERNDRAPERYINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODERN ENVIRONMENTS INC.,Furniture Merchant Wholesalers,07-537-7291,WWW.MODERNENV.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODERN EXPRESS, INC.",All Other Business Support Services,82-653-2814,WWW.MODERNEXPRESSLLC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODERN FLAMES, LLC",Home Furnishing Merchant Wholesalers,01-809-7559,WWW.MODERNFLAMES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODERN HOMES, INC.",New Single-Family Housing Construction (except For-Sale Builders),05-948-2778,WWW.MODERN-HOMES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODERNISTIC CARPET CLEANING CO.,Carpet and Upholstery Cleaning Services,14-427-7014,WWW.MODERNISTIC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODERNISTIC CLEANING AND RESTORATION,Carpet and Upholstery Cleaning Services,17-876-2014,WWW.MODERNISTIC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODERN METHOD ROOFING AND CONSTRUCTION., INC.",Roofing Contractors,02-872-9085,WWW.MODERNMETHODROOFING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODERN MIRROR AND GLASS CO INC,Home Furnishing Merchant Wholesalers,01-215-2690,WWW.MODERNMIRRORANDGLASS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODERN PRE CAST INC,Other Concrete Product Manufacturing,02-559-0027,WWW.MODERNPRECAST.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODERN REMODELING INC,Residential Remodelers,10-758-5411,WWW.MODERNREMODELINGINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODERN ROOFING, INC.",Roofing Contractors,04-369-8760,WWW.MODERNROOF.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODERN ROOFING, INC.",Roofing Contractors,15-001-5902,WWW.MODERNROOFING.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODERN ROOFING INC,Roofing Contractors,03-068-7343,WWW.MODERNROOFING.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN DISTRIBUTION INC,Service Establishment Equipment and Supplies Merchant Wholesalers,07-837-3463,WWW.MODERNSAFETY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISS DESIGNS,"All Other Professional, Scientific, and Technical Services",07-000-4477,WWW.MODERNSHELVING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KJB SUPPLY COMPANY, INC.",Home Furnishing Merchant Wholesalers,60-449-1480,WWW.MODERNSURFACE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODESTO SAND & GRAVEL PRODUCTS, INC.",Other Concrete Product Manufacturing,79-174-4725,WWW.MODESTOSANDANDGRAVEL.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODEXT LLC,Roofing Contractors,09-754-2062,WWW.MODEXT.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCM INC,Home Furnishing Merchant Wholesalers,86-733-6059,WWW.MODIFIEDPULLUPBAR.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODULAR CONCEPTS, INC.","All Other Professional, Scientific, and Technical Services",01-653-8643,WWW.MODULARCI.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODULAR CONCEPTS, LLC",Furniture Merchant Wholesalers,00-809-2672,WWW.MODULARCONCEPTSLLC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODULAR CONNECTIONS, LLC",Other Concrete Product Manufacturing,14-637-9438,WWW.MODULARCONNECTIONS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MODULAR INSTALLATION SERVICES, INC.",Furniture Merchant Wholesalers,07-298-5752,WWW.MODULARINSTALL.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODWAY INC.,Furniture Merchant Wholesalers,02-508-6797,WWW.MODWAY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICHIGAN OFFICE EQUIPMENT INC,Furniture Merchant Wholesalers,05-367-2580,WWW.MOE1.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOFFITT TECHNOLOGY, INC.","All Other Professional, Scientific, and Technical Services",03-405-6143,WWW.MOFFITT-TECH.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MIDWEST OFFICE FURNITURE, INC.",Furniture Merchant Wholesalers,78-797-0367,WWW.MOFSUPPLY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIKING ERECTORS CORPORATION,Roofing Contractors,09-531-6535,WWW.MOHAWKCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOHAWK CONSTRUCTION AND SUPPLY COMPANY, INC.",Roofing Contractors,03-793-7182,WWW.MOHAWKCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOI, INC.",Furniture Merchant Wholesalers,10-145-9402,WWW.MOII.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOIRE MARKETING PARTNERS, LLC","All Other Professional, Scientific, and Technical Services",02-152-2288,WWW.MOIREMARKETING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOISTURE GUARD CORPORATION,Roofing Contractors,61-783-3645,WWW.MOISTURE-GUARD.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOKULUA WOODWORKING LTD.,Residential Remodelers,84-585-6041,WWW.MOKULUAHPB.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOLD AWAY USA, INC.",Residential Remodelers,03-444-1148,WWW.MOLDAWAYUSA.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLDING BOX INC.,All Other Business Support Services,61-838-2639,WWW.MOLDINGBOX.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DESIGNED NANOTUBES, LLC","All Other Professional, Scientific, and Technical Services",01-647-9204,WWW.MOLECULARREBAR.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOLECULAR REBAR DESIGN, LLC","All Other Professional, Scientific, and Technical Services",07-871-2611,WWW.MOLECULARREBAR.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLIN CONCRETE PRODUCTS COMPANY INC,Other Concrete Product Manufacturing,05-904-3950,WWW.MOLIN.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLLOY ROOFING COMPANY,Roofing Contractors,01-766-0945,WWW.MOLLOYROOFING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILLIAM MOLNAR ROOFING INC,Roofing Contractors,01-121-2768,WWW.MOLNARROOFING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLTER INC,Home Furnishing Merchant Wholesalers,04-937-8268,WWW.MOLTERSFLOORINGAMERICA.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOMENI, INC.",Home Furnishing Merchant Wholesalers,07-888-6850,WWW.MOMENI.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C G S GROUP INTERNATIONAL INC,Other Management Consulting Services,04-826-3458,WWW.MOMENTOITALIA.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOMENTUM BUILDERS, INC.",Roofing Contractors,09-421-4715,WWW.MOMENTUMBUILDERS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOMENTUM CONSTRUCTION SERVICES, LLC",New Single-Family Housing Construction (except For-Sale Builders),12-387-5721,WWW.MOMENTUMCONSTRUCTIONSC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TRIRAM, LLC",Other Management Consulting Services,15-966-5145,WWW.MOMENTUMDATACOM.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOMON CONSTRUCTION INC,New Single-Family Housing Construction (except For-Sale Builders),00-951-7804,WWW.MOMONCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOMUS INC,Furniture Merchant Wholesalers,80-792-2968,WWW.MOMUSINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MONACO, INC.","All Other Professional, Scientific, and Technical Services",80-472-9804,WWW.MONACOGROUP.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONARCH BUILDERS & COMMERCIAL SERVICES LLC,Residential Remodelers,08-066-9016,WWW.MONARCHBCS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONARCH PRODUCTS CO,Other Concrete Product Manufacturing,00-615-1286,WWW.MONARCHCONCRETEPRODUCTS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONARCH HOMES INC,New Single-Family Housing Construction (except For-Sale Builders),03-688-9558,WWW.MONARCHCONSTRUCTIONINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T2 MONARCH BUILDERS, INC.",New Single-Family Housing Construction (except For-Sale Builders),80-855-9095,WWW.MONARCHGROUP.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MONARCH INVENTORIES SERVICES, INC",All Other Business Support Services,60-542-9935,WWW.MONARCH-INV.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"J ONE ENTERPRISES, INC",Home Furnishing Merchant Wholesalers,01-562-9231,WWW.MONARCHMOULDING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONARCH INCORPORATED,"All Other Professional, Scientific, and Technical Services",06-173-1267,WWW.MONARCHPCM.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONARCH PRECAST CONCRETE CORP.,Other Concrete Product Manufacturing,00-239-3692,WWW.MONARCHPRECAST.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONARCH CONSTRUCTION AND ROOFING LLC,Roofing Contractors,01-811-0290,WWW.MONARCHROOFING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONARCH TRADING CORP.,Home Furnishing Merchant Wholesalers,06-139-3989,WWW.MONARCHTRADING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONCRIEF BAIL BOND INC,"All Other Professional, Scientific, and Technical Services",13-280-8577,WWW.MONCRIEFBAILBONDS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MON-D-AID & CLEANIT COMPANY,Service Establishment Equipment and Supplies Merchant Wholesalers,00-431-7277,WWW.MONDAID.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MONDO, MARK A BUILDING & EXCAVATING INC",New Single-Family Housing Construction (except For-Sale Builders),15-762-1053,WWW.MONDOBUILDING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONETTI HOMES LLC,New Single-Family Housing Construction (except For-Sale Builders),04-320-8256,WWW.MONETTIHOMES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONGOLD CONSTRUCTION CO INC,New Single-Family Housing Construction (except For-Sale Builders),09-725-7224,WWW.MONGOLDHOMES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONITOR CONSTRUCTION PARTNERS LLC,New Single-Family Housing Construction (except For-Sale Builders),96-612-0680,WWW.MONITORCP.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MONLEY CRONIN, INC.",Residential Remodelers,18-107-2463,WWW.MONLEYCRONIN.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE MON-MAY COMPANY INC,New Single-Family Housing Construction (except For-Sale Builders),93-381-7707,WWW.MON-MAY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MONOGRAM BUILDERS, INC.",New Single-Family Housing Construction (except For-Sale Builders),88-339-2011,WWW.MONOGRAMBUILDERS.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONOGRAM CUSTOM HOMES,New Single-Family Housing Construction (except For-Sale Builders),92-746-0329,WWW.MONOGRAMCUSTOMBUILDERS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MONOPOLE, INC.",Paint and Coating Manufacturing,02-819-6152,WWW.MONOPOLEINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONO ROOFTOP SOLUTIONS,Roofing Contractors,80-888-8536,WWW.MONOROOFTOP.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE HOUSING AUTHORITY OF THE CITY OF MONROE,New Single-Family Housing Construction (except For-Sale Builders),10-259-8257,WWW.MONROEHOUSING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOLYFIELD, INC",New Single-Family Housing Construction (except For-Sale Builders),03-846-5480,WWW.MONROEOFFICESPACE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MONROE RESTORATION AND CLEANING, INC.",Residential Remodelers,88-441-3394,WWW.MONROERESTORATION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MONROE ROOFING, INC.",Roofing Contractors,10-809-4657,WWW.MONROEROOFING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MONTAGE DEVELOPMENT, INC.",New Single-Family Housing Construction (except For-Sale Builders),00-352-6188,WWW.MONTAGEDEV.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAJESTIC WOOD CARVING CO.,Furniture Merchant Wholesalers,00-518-1953,WWW.MONTALBANOFURNITURE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MONTANA BAIL BONDS, INC","All Other Professional, Scientific, and Technical Services",13-580-5864,WWW.MONTANABAILBONDS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
