Company Name,Primary NAICS Description,D-U-N-S@ Number,Web Address (URL),Industry,tier,concrete restoration,epoxy coatings,floor coatings,floor demo,floor demolition,floor maintenance,flooring maintenance,floor restoration,flooring restoration,surface preparation,concrete AND flooring,concrete AND surfacing,concrete AND restoration,concrete AND coating,concrete AND construction,concrete AND polishing,concrete AND painting,concrete AND demolition,concrete AND epoxy,flooring,surfacing,coating,construction,polishing,painting,demolition,epoxy
HISPANIC CHILDREN & FAMILIES,All Other Business Support Services,03-354-1249,WWW.CHCFINC.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHD HOME TEXTILES LLC,Home Furnishing Merchant Wholesalers,83-039-0063,WWW.CHDHOMETEXTILES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASCADE HEALTHCARE SERVICES LLC,Other Management Consulting Services,14-188-7435,WWW.CHEALTHCARE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KARL SAPPER AND SON, INC.",Home Furnishing Merchant Wholesalers,13-031-8467,WWW.CHEAPCARPET.BIZ,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CB CONSULTING, LLC",Other Management Consulting Services,05-667-0480,WWW.CHEAPERTHANAGEEK.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIME INVESTORS AND DEVELOPERS LLC,New Single-Family Housing Construction (except For-Sale Builders),15-899-2631,WWW.CHECKANDGO.INFO,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ROOF CHECK, INC.",Roofing Contractors,18-221-5319,WWW.CHECKMYROOF.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE CHEF'N CORPORATION,Home Furnishing Merchant Wholesalers,14-765-0824,WWW.CHEFN.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEHALIS SHEET METAL & ROOFING CO INC,Roofing Contractors,02-728-5832,WWW.CHEHALISSHEETMETAL.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHELDAN HOMES, L.P.",New Single-Family Housing Construction (except For-Sale Builders),96-267-6623,WWW.CHELDANHOMES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHELLE CONSTRUCTION, INC.",New Single-Family Housing Construction (except For-Sale Builders),09-686-0122,WWW.CHELLECONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SESHIN USA INC.,Home Furnishing Merchant Wholesalers,06-051-4093,WWW.CHELSEAFRAMINGPRODUCTS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STYLE-LINE INCORPORATED,Home Furnishing Merchant Wholesalers,04-642-6235,WWW.CHELSEAHOUSEDESIGNSOURCE.WORDPRESS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHELSEA IMPROVEMENT CO INC,Residential Remodelers,01-741-2178,WWW.CHELSEAIMPROVEMENT.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEM CLEAN PRODUCTS INC,Service Establishment Equipment and Supplies Merchant Wholesalers,08-271-0534,WWW.CHEMCLEANPRODUCTS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMCOAT INC.,Paint and Coating Manufacturing,00-303-4154,WWW.CHEMCOAT.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEM-COAT INDUSTRIES INC.,Paint and Coating Manufacturing,83-702-1682,WWW.CHEM-COAT.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHEMCO SERVICES, INC.","All Other Professional, Scientific, and Technical Services",82-521-5366,WWW.CHEMCOSERVICES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMCOTE ROOFING COMPANY,Roofing Contractors,80-341-2352,WWW.CHEMCOTE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHEMCRAFT INTERNATIONAL, INC.",Paint and Coating Manufacturing,00-322-0522,WWW.CHEMCRAFT.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHEMCRAFT INDUSTRIES, INC.",Service Establishment Equipment and Supplies Merchant Wholesalers,00-516-5469,WWW.CHEMCRAFTIND.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMCRAFT INDUSTRIES INC,Service Establishment Equipment and Supplies Merchant Wholesalers,09-738-1034,WWW.CHEMCRAFTIND.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DESARIO ENTERPRISES, INC.",Carpet and Upholstery Cleaning Services,13-021-3304,WWW.CHEMDRY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMDRY,Carpet and Upholstery Cleaning Services,00-363-4549,WWW.CHEMDRY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HARRIS RESEARCH, INC.",Carpet and Upholstery Cleaning Services,08-611-7223,WWW.CHEMDRY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEVERE INTERNATIONAL, INC.",Carpet and Upholstery Cleaning Services,60-227-9325,WWW.CHEMDRY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE FIRST INC,Carpet and Upholstery Cleaning Services,05-333-9128,WWW.CHEMDRYBYKEVINJONES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RAMIA & ASSOCIATES, INC.",Carpet and Upholstery Cleaning Services,79-301-6171,WWW.CHEMDRYCARPETTECH.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHEMGROUT, INC.",Construction Machinery Manufacturing,04-568-4156,WWW.CHEMGROUT.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHEMICAL DATA, LLC",Other Management Consulting Services,02-147-1461,WWW.CHEMICALDATA.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHEMLINE, INCORPORATED",Paint and Coating Manufacturing,17-546-2423,WWW.CHEMLINE.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEM MARK OF WESTER WASHINGTON LLC,Service Establishment Equipment and Supplies Merchant Wholesalers,02-024-8993,WWW.CHEMMARK.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEM MAX CORP,Service Establishment Equipment and Supplies Merchant Wholesalers,11-747-2266,WWW.CHEMMAX.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CP PRODUCTS, INC.",Service Establishment Equipment and Supplies Merchant Wholesalers,61-512-5242,WWW.CHEMPAKPRODUCTS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QUANTUM CHEMICAL, LLC",Paint and Coating Manufacturing,83-810-2788,WWW.CHEMSOL.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMTECH ROOF & INSULATION SYSTEMS INC,Roofing Contractors,03-925-7274,WWW.CHEMTECHROOF.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHENAULT CONSULTING INC,Other Management Consulting Services,07-439-6784,WWW.CHENAULTCONSULTING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHENEGA WORLDWIDE SUPPORT, LLC",Other Management Consulting Services,08-019-6379,WWW.CHENEGAMIOS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHENEY LLC,Home Furnishing Merchant Wholesalers,07-973-4141,WWW.CHENEYLAND.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHENG DESIGN & CONSTRUCTION INC,New Single-Family Housing Construction (except For-Sale Builders),83-323-7167,WWW.CHENGDESIGN.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CONCEPTS SCHOOL AND OFFICE FURNISHINGS, LLC","All Other Professional, Scientific, and Technical Services",92-644-3917,WWW.CHEQUIPINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHERENZIA EXCAVATION, INC.",New Single-Family Housing Construction (except For-Sale Builders),01-090-5113,WWW.CHERENZIA.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. JOHNSON BUILDING CONTRACTORS,New Single-Family Housing Construction (except For-Sale Builders),13-076-2610,WWW.CHERIEGREEN-JOHNSON.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHERMAK CONSTRUCTION, INC.",Residential Remodelers,13-557-4226,WWW.CHERMAK.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE COUNTY APPRAISAL DISTRICT,"All Other Professional, Scientific, and Technical Services",03-846-8765,WWW.CHEROKEECAD.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE CASKET COMPANY,Service Establishment Equipment and Supplies Merchant Wholesalers,00-328-0120,WWW.CHEROKEECHILDCASKETS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE CONSTRUCTION COMPANY,Residential Remodelers,09-815-4438,WWW.CHEROKEECONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHERRY CRUSHED CONCRETE, INC.",Other Concrete Product Manufacturing,96-968-6393,WWW.CHERRYCOMPANIES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHERRY CONTRACTING INC,Other Concrete Product Manufacturing,12-378-9716,WWW.CHERRYCONTRACTING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY BAIL BONDS,"All Other Professional, Scientific, and Technical Services",03-101-8894,WWW.CHESAPEAKE-BAIL-BONDS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MID ATLANTIC FIRE RESTORATION, LLC",Residential Remodelers,19-181-7316,WWW.CHESAPEAKE-BAY.PAULDAVIS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHESAPEAKE BUILDERS LIMITED,Residential Remodelers,12-184-0839,WWW.CHESAPEAKEBUILDERS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHESAPEAKE CUSTOM HOMES L.L.C.,New Single-Family Housing Construction (except For-Sale Builders),80-949-8066,WWW.CHESAPEAKECUSTOMBUILDERS.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHESAPEAKE HOMES LTD,New Single-Family Housing Construction (except For-Sale Builders),80-903-5967,WWW.CHESAPEAKEHOMESLTD.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHESAPEAKE LIGHTING, INC.","All Other Professional, Scientific, and Technical Services",08-994-9598,WWW.CHESAPEAKE-LIGHTING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHESAPEAKE MERCHANDISING, INC.",Home Furnishing Merchant Wholesalers,01-992-2749,WWW.CHESAPEAKEMERCH.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHESAPEAKE REGION SAFETY COUNCIL INC,Other Management Consulting Services,15-535-0960,WWW.CHESAPEAKESC.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHESAPEAKECB INC.,Residential Remodelers,01-773-8730,WWW.CHESAPEAKESERVICESINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHESAPEAKE SITE CONTRACTING, INC.",Other Management Consulting Services,83-220-4010,WWW.CHESAPEAKESITECONTRACTING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TODAY'S HOMES, INC.",New Single-Family Housing Construction (except For-Sale Builders),62-664-8059,WWW.CHESHOMES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHESLER CONSTRUCTION, INC.",New Single-Family Housing Construction (except For-Sale Builders),06-134-0548,WWW.CHESLERCONSTRUCTIONINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHESMAR HOMES, LTD.",New Single-Family Housing Construction (except For-Sale Builders),36-245-2042,WWW.CHESMAR.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHESROC HOLDINGS INC.,Other Management Consulting Services,94-888-1185,WWW.CHESROC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHESS CONSULTING LLC,Other Management Consulting Services,96-540-4291,WWW.CHESSCONSULTINGLLC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORD CHESATEE INC,All Other Business Support Services,15-403-1959,WWW.CHESTATEEFORD.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JUST RIGHT ENTERPRISES, LLC",Other Management Consulting Services,05-233-9511,WWW.CHESTERTOWNSPY.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELEN CHMIELINSKI,Residential Remodelers,08-980-5704,WWW.CHETSROOFING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEYENNE CONSTRUCTION & DEVELOPMENT INC,New Single-Family Housing Construction (except For-Sale Builders),08-371-7314,WWW.CHEYENNECONSTRUCTIONAZ.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEYENNE PRODUCTS LLC,Home Furnishing Merchant Wholesalers,08-105-4812,WWW.CHEYENNEPRODUCTS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHEYENNE INDUSTRIES, LLC",Home Furnishing Merchant Wholesalers,02-134-6416,WWW.CHEYENNEPRODUCTS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHF CONTRACTORS, LTD.",Residential Remodelers,62-320-9116,WWW.CHFLTDCONTRACTORS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CH GLOBAL CONSTRUCTION, LLC",Residential Remodelers,93-247-3676,WWW.CH-GC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIAVARI COMPANY,Furniture Merchant Wholesalers,84-129-9998,WWW.CHIAVARISALES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WE ARE DONE LLC,Paint and Coating Manufacturing,03-479-7054,WWW.CHICAGOAEROSOL.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHICAGO CHESED FUND,All Other Business Support Services,36-427-5487,WWW.CHICAGOCHESEDFUND.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHICAGO DESIGN TEAM, LIMITED",Home Furnishing Merchant Wholesalers,88-314-1707,WWW.CHICAGODESIGNSOURCE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHICAGO GLASS & MIRROR, INC.",Home Furnishing Merchant Wholesalers,07-859-9152,WWW.CHICAGOGLASSANDMIRROR.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHICAGOLAND BUILDERS INC.,Residential Remodelers,61-516-4352,WWW.CHICAGOLANDBUILDERS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHICAGO NAIL BEAUTY PRODUCTS,Service Establishment Equipment and Supplies Merchant Wholesalers,03-299-1756,WWW.CHICAGONAILSUPPLY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNORR AND MYERS ROOFING CO,Roofing Contractors,09-253-6127,WWW.CHICAGOROOFING.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CVP GROUP, INC",Construction Machinery Manufacturing,05-320-3048,WWW.CHICAGOVIBRATOR.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIEF FIRE & SAFETY EQUIPMENT DISTRIBUTORS INC.,Service Establishment Equipment and Supplies Merchant Wholesalers,07-236-4896,WWW.CHIEFFIRE.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHIEF ENVIRONMENTAL SURVEYS, INC.","All Other Professional, Scientific, and Technical Services",87-848-8472,WWW.CHIEFSOLUTIONSINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUG GREEN & SON CARPENTRY,Home Furnishing Merchant Wholesalers,00-257-5939,WWW.CHILDABUSEINTERVENTION.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHILDRESS INC,New Single-Family Housing Construction (except For-Sale Builders),11-304-0570,WWW.CHILDRESSINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHILDSERVE HOMES INC,New Single-Family Housing Construction (except For-Sale Builders),96-730-3459,WWW.CHILDSERVE.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHILDSERVE HOMES INC.,New Single-Family Housing Construction (except For-Sale Builders),00-975-9704,WWW.CHILDSERVE.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHILD WATCH OF NORTH AMERICA INC,"All Other Professional, Scientific, and Technical Services",88-347-0494,WWW.CHILDWATCH.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHILEWICH SULTAN LLC,Home Furnishing Merchant Wholesalers,11-698-9901,WWW.CHILEWICH.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARRIAGE HILL ASSOCIATES INC,New Single-Family Housing Construction (except For-Sale Builders),11-436-6982,WWW.CHILLNY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHILMARK BUILDERS INC,New Single-Family Housing Construction (except For-Sale Builders),95-832-3628,WWW.CHILMARKBUILDERS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIM-CAP CORP.,Other Concrete Product Manufacturing,17-429-4561,WWW.CHIMCAPCORP.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RMR PRODUCTS, INC.",Other Concrete Product Manufacturing,17-357-2728,WWW.CHIMNEYPRODUCTSINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE CHINA FAIR INC,Home Furnishing Merchant Wholesalers,04-170-8033,WWW.CHINAFAIRINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SEA FARE EXPOSITIONS, INC.",Other Management Consulting Services,10-288-3386,WWW.CHINASEAFOODEXPO.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINBURG BUILDERS INC.,New Single-Family Housing Construction (except For-Sale Builders),79-738-3205,WWW.CHINBURG.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINELLI DESIGN BUILD,New Single-Family Housing Construction (except For-Sale Builders),80-086-6324,WWW.CHINELLIDESIGNBUILD.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINESE ARTS INC,Furniture Merchant Wholesalers,19-752-6932,WWW.CHINESEARTSINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHINOOK PROPERTIES, INC.",New Single-Family Housing Construction (except For-Sale Builders),01-557-9782,WWW.CHINOOKCONTRACTORS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHIP'S ROOFING & EXTERIORS, LLC",Roofing Contractors,18-724-8666,WWW.CHIPSROOFINGLLC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C H JOHNSON CONSULTING, INC",Other Management Consulting Services,07-999-5614,WWW.CHJC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C & H LOGISTICS, INC",Other Management Consulting Services,15-322-1838,WWW.CHLOGISTICS.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOE ENTERPRISES INC.,New Single-Family Housing Construction (except For-Sale Builders),04-254-5488,WWW.CHOEENT.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCENT CONTRACTING INC.,Residential Remodelers,04-627-9407,WWW.CHOOSEACCENT.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CUSTOM TIMBER LOG HOMES, LLC",New Single-Family Housing Construction (except For-Sale Builders),07-948-8202,WWW.CHOOSETIMBER.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRIM 'N PROPER, INC.",Other Management Consulting Services,09-983-1666,WWW.CHOOSINGTOEXCEL.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLUBHOUSE BAR AND GRILL,Home Furnishing Merchant Wholesalers,88-412-9024,WWW.CHOPHOUSEGRILLE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIQUE BOUTIQUE HOME INC.,Home Furnishing Merchant Wholesalers,04-274-2144,WWW.CHORTEXUSA.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHPLANNING, LTD.",Other Management Consulting Services,06-589-4789,WWW.CHPLANNING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KE GROUP LLC,Other Management Consulting Services,55-596-3037,WWW.CHRIS-MARINE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRIS RITCHIE CONSTRUCTION INC,New Single-Family Housing Construction (except For-Sale Builders),05-799-1186,WWW.CHRISRITCHIECONSTRUCTIONINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEAM ENTERPRISES, INC.",Carpet and Upholstery Cleaning Services,07-082-5021,WWW.CHRISRUEL.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHRIS-TEL COMPANY OF SOUTHWEST FLORIDA, INC.",New Single-Family Housing Construction (except For-Sale Builders),55-591-3904,WWW.CHRISTELCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIRK-GENERAL INC,New Single-Family Housing Construction (except For-Sale Builders),83-058-7960,WWW.CHRISTENSENHOMESCOLUMBIA.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRIS TIAN CONSTRUCTION,Roofing Contractors,82-530-1919,WWW.CHRIS-TIAN.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHRISTIAN BROTHERS ROOFING, L.C.",Roofing Contractors,16-175-1214,WWW.CHRISTIANBROTHERSROOFING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DAVID CHRISTIAN CONSTRUCTION CO., LLC",New Single-Family Housing Construction (except For-Sale Builders),14-665-2446,WWW.CHRISTIANCONSTRUCTION.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LARRY CHRISTIANI CONSTRUCTION, INC.",New Single-Family Housing Construction (except For-Sale Builders),11-210-0094,WWW.CHRISTIANICONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEHNA INC,Roofing Contractors,10-668-1836,WWW.CHRISTIANROOFINGANDREMODELING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHRISTIANS, INC.",Residential Remodelers,80-775-8099,WWW.CHRISTIANSINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHRISTIANSON ROOFING, INC.",Roofing Contractors,78-449-9220,WWW.CHRISTIANSONROOFING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRISTMAN CONSTRUCTION,New Single-Family Housing Construction (except For-Sale Builders),01-415-8903,WWW.CHRISTMANCO.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHRISTOPHER MANAGEMENT, INC.",New Single-Family Housing Construction (except For-Sale Builders),02-248-5358,WWW.CHRISTOPHERCOMPANIES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHRISTOPHER HOMES, LLC",New Single-Family Housing Construction (except For-Sale Builders),79-177-8020,WWW.CHRISTOPHERHOMES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRISTOPHER HOMES DEVELOPMENT CO.,New Single-Family Housing Construction (except For-Sale Builders),15-484-0859,WWW.CHRISTOPHER-HOMES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DUBOURG HOMES, INC.",New Single-Family Housing Construction (except For-Sale Builders),96-233-3600,WWW.CHRISTOPHERHOMESINC.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHRISTOPHER, PHELPS AND ASSOCIATES, L.L.C.","All Other Professional, Scientific, and Technical Services",96-351-7826,WWW.CHRISTOPHERPHELPS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRISTRIO CORP,Service Establishment Equipment and Supplies Merchant Wholesalers,12-873-0574,WWW.CHRISTRIO.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRISTUS SANTA ROSA HOME CARE,All Other Business Support Services,07-692-7743,WWW.CHRISTUSHEALTH.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRISTY LIFESTYLE LLC,Home Furnishing Merchant Wholesalers,07-911-2311,WWW.CHRISTYLINENS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRISTY VAULT COMPANY,Other Concrete Product Manufacturing,00-920-0312,WWW.CHRISTYVAULT.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRIS W FOSTER INC,New Single-Family Housing Construction (except For-Sale Builders),82-506-5949,WWW.CHRISWFOSTERINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHROME FACTORY LLC,Paint and Coating Manufacturing,07-963-5218,WWW.CHROMEFACTORYLV.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNITY HOME REPAIR PROJECT OF ARIZONIA INC,Residential Remodelers,09-853-4469,WWW.CHRPAZ.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHRYSALIS CONSULTING GROUP, INC.",Other Management Consulting Services,79-330-2944,WWW.CHRYSCONSULT.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COMMUNITY HOUSING SOLUTIONS OF GUILFORD, INC.",New Single-Family Housing Construction (except For-Sale Builders),79-895-9115,WWW.CHSHOUSING.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHSI OF NEVADA,All Other Business Support Services,06-090-7008,WWW.CHSICONNECTIONS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C. H. SMITH COMPANY, INC.",Residential Remodelers,00-602-9698,WWW.CHSMITHINS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CUSTOM HOME TECHNOLOGY, INC.",New Single-Family Housing Construction (except For-Sale Builders),14-449-2704,WWW.CHT.LIFE,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COMPLIANT HEALTHCARE TECHNOLOGIES, LLC","All Other Professional, Scientific, and Technical Services",94-830-4394,WWW.CHTHEALTHCARE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASEY STONE CO,Other Concrete Product Manufacturing,13-615-5442,WWW.CHTRUCKING.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHUBA HOME IMPROVEMENT INC,New Single-Family Housing Construction (except For-Sale Builders),09-842-2413,WWW.CHUBACO.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEARBORN CONSTRUCTION & DEVELOPMENT LTD,New Single-Family Housing Construction (except For-Sale Builders),78-745-6946,WWW.CHUCKANDLEO.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HENDERSON ROOFING, INC",Roofing Contractors,86-107-5679,WWW.CHUCKHENDERSONROOFINGWA.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
